Line number;Trip id;Departure node;Arrival node;Departure time;Arrival time;Distance (kilometers)
1;16;18;17;301;326;8.84
1;26;17;24;312;338;8.667
1;32;18;17;316;341;8.84
1;40;17;24;327;353;8.667
1;45;18;17;331;356;8.84
1;56;17;24;342;368;8.667
1;62;18;17;346;371;8.84
1;71;18;17;353;378;8.84
1;78;17;24;357;383;8.667
1;85;18;17;361;386;8.84
1;92;17;24;364;390;8.667
1;94;18;17;368;393;8.84
1;104;17;24;372;398;8.667
1;111;18;17;376;401;8.84
1;115;17;24;379;405;8.667
1;122;18;17;383;408;8.84
1;127;17;24;387;413;8.667
1;135;18;17;391;416;8.84
1;141;17;24;394;420;8.667
1;145;18;17;398;423;8.84
1;151;17;24;402;428;8.667
1;159;18;17;406;431;8.84
1;164;17;24;409;435;8.667
1;172;18;17;413;438;8.84
1;179;17;24;417;443;8.667
1;188;18;17;421;446;8.84
1;193;17;24;424;450;8.667
1;198;18;17;428;453;8.84
1;205;17;24;432;458;8.667
1;214;18;17;436;461;8.84
1;217;17;24;439;465;8.667
1;225;18;17;443;468;8.84
1;232;17;24;447;473;8.667
1;240;18;17;451;476;8.84
1;248;17;24;454;480;8.667
1;252;18;17;458;483;8.84
1;258;17;24;462;488;8.667
1;265;18;17;466;491;8.84
1;269;17;24;469;495;8.667
1;284;17;24;477;503;8.667
1;293;18;17;481;506;8.84
1;304;17;24;492;518;8.667
1;311;18;17;496;521;8.84
1;320;17;24;507;533;8.667
1;326;18;17;511;536;8.84
1;337;17;24;522;548;8.667
1;343;18;17;526;551;8.84
1;354;17;24;537;563;8.667
1;362;18;17;541;566;8.84
1;371;17;24;552;578;8.667
1;374;18;17;556;581;8.84
1;382;17;24;567;593;8.667
1;386;18;17;571;596;8.84
1;398;17;24;582;608;8.667
1;403;18;17;586;611;8.84
1;415;17;24;597;623;8.667
1;421;18;17;601;626;8.84
1;428;17;24;612;638;8.667
1;431;18;17;616;641;8.84
1;437;17;24;627;653;8.667
1;441;18;17;631;656;8.84
1;451;17;24;642;668;8.667
1;455;18;17;646;671;8.84
1;464;17;24;657;683;8.667
1;471;18;17;661;686;8.84
1;478;17;24;672;698;8.667
1;481;18;17;676;701;8.84
1;486;17;24;687;713;8.667
1;490;18;17;691;716;8.84
1;501;17;24;702;728;8.667
1;506;18;17;706;731;8.84
1;513;17;24;717;743;8.667
1;519;18;17;721;746;8.84
1;527;17;24;732;758;8.667
1;530;18;17;736;761;8.84
1;537;17;24;747;773;8.667
1;541;18;17;751;776;8.84
1;553;17;24;762;788;8.667
1;559;18;17;766;791;8.84
1;568;17;24;777;803;8.667
1;573;18;17;781;806;8.84
1;583;17;24;792;818;8.667
1;587;18;17;796;821;8.84
1;593;17;24;807;833;8.667
1;597;18;17;811;836;8.84
1;608;17;24;822;848;8.667
1;613;18;17;826;851;8.84
1;621;17;24;837;863;8.667
1;628;18;17;841;866;8.84
1;642;17;24;852;878;8.667
1;649;18;17;856;881;8.84
1;658;17;24;867;893;8.667
1;663;18;17;871;896;8.84
1;678;17;24;882;908;8.667
1;687;18;17;886;911;8.84
1;702;17;24;897;923;8.667
1;710;18;17;901;926;8.84
1;723;17;24;912;938;8.667
1;730;18;17;916;941;8.84
1;739;17;24;927;953;8.667
1;745;18;17;931;956;8.84
1;761;17;24;942;968;8.667
1;769;18;17;946;971;8.84
1;782;17;24;957;983;8.667
1;789;18;17;961;986;8.84
1;794;17;24;964;990;8.667
1;798;18;17;968;993;8.84
1;807;17;24;972;998;8.667
1;818;18;17;976;1001;8.84
1;820;17;24;979;1005;8.667
1;824;18;17;983;1008;8.84
1;830;17;24;987;1013;8.667
1;835;18;17;991;1016;8.84
1;841;17;24;994;1020;8.667
1;846;18;17;998;1023;8.84
1;855;17;24;1002;1028;8.667
1;865;18;17;1006;1031;8.84
1;868;17;24;1009;1035;8.667
1;872;18;17;1013;1038;8.84
1;879;17;24;1017;1043;8.667
1;886;18;17;1021;1046;8.84
1;891;17;24;1024;1050;8.667
1;894;18;17;1028;1053;8.84
1;902;17;24;1032;1058;8.667
1;910;18;17;1036;1061;8.84
1;911;17;24;1039;1065;8.667
1;915;18;17;1043;1068;8.84
1;920;17;24;1047;1073;8.667
1;927;18;17;1051;1076;8.84
1;932;17;24;1054;1080;8.667
1;936;18;17;1058;1083;8.84
1;944;17;24;1062;1088;8.667
1;951;18;17;1066;1091;8.84
1;954;17;24;1069;1095;8.667
1;958;18;17;1073;1098;8.84
1;961;17;24;1077;1103;8.667
1;983;18;17;1103;1128;8.84
1;987;17;24;1107;1133;8.667
1;1011;18;17;1133;1158;8.84
1;1013;17;24;1137;1163;8.667
1;1031;18;17;1163;1188;8.84
1;1033;17;24;1167;1193;8.667
1;1052;18;17;1193;1218;8.84
1;1054;17;24;1197;1223;8.667
1;1070;18;17;1223;1248;8.84
1;1071;17;24;1227;1253;8.667
1;1086;18;17;1253;1278;8.84
1;1088;17;24;1257;1283;8.667
1;1104;18;17;1283;1308;8.84
1;1105;17;24;1287;1313;8.667
1;1117;18;17;1313;1338;8.84
1;1119;17;24;1317;1343;8.667
1;1131;18;17;1343;1368;8.84
1;1132;17;24;1347;1373;8.667
1;1145;18;17;1373;1398;8.84
1;1147;17;24;1377;1403;8.667
2;13;15;14;300;332;11.869
2;19;14;20;308;338;11.859
2;31;15;14;315;347;11.869
2;39;14;20;323;353;11.859
2;44;15;14;330;362;11.869
2;52;14;20;338;368;11.859
2;61;15;14;345;377;11.869
2;72;14;20;353;383;11.859
2;83;14;20;360;390;11.859
2;84;15;14;360;392;11.869
2;93;15;14;367;399;11.869
2;97;14;20;368;398;11.859
2;109;15;14;375;407;11.869
2;110;14;20;375;405;11.859
2;120;15;14;382;414;11.869
2;123;14;20;383;413;11.859
2;133;15;14;390;422;11.869
2;134;14;20;390;420;11.859
2;144;15;14;397;429;11.869
2;147;14;20;398;428;11.859
2;157;15;14;405;437;11.869
2;158;14;20;405;435;11.859
2;171;15;14;412;444;11.869
2;173;14;20;413;443;11.859
2;186;15;14;420;452;11.869
2;187;14;20;420;450;11.859
2;196;15;14;427;459;11.869
2;200;14;20;428;458;11.859
2;212;15;14;435;467;11.869
2;213;14;20;435;465;11.859
2;224;15;14;442;474;11.869
2;227;14;20;443;473;11.859
2;238;15;14;450;482;11.869
2;239;14;20;450;480;11.859
2;251;15;14;457;489;11.869
2;254;14;20;458;488;11.859
2;263;15;14;465;497;11.869
2;264;14;20;465;495;11.859
2;277;15;14;472;504;11.869
2;279;14;20;473;503;11.859
2;292;15;14;480;512;11.869
2;301;14;20;488;518;11.859
2;310;15;14;495;527;11.869
2;318;14;20;503;533;11.859
2;325;15;14;510;542;11.869
2;335;14;20;518;548;11.859
2;342;15;14;525;557;11.869
2;350;14;20;533;563;11.859
2;361;15;14;540;572;11.869
