Line number;Trip id;Departure node;Arrival node;Departure time;Arrival time;Distance (kilometers)
3;0;10;9;320;351;12.442
3;1;9;10;340;369;12.154
3;2;10;9;340;371;12.442
3;3;9;10;360;389;12.154
3;4;10;9;356;390;12.442
3;5;10;9;371;405;12.442
3;6;9;10;375;409;12.154
3;7;10;9;386;420;12.442
3;8;9;10;390;424;12.154
3;9;10;9;401;435;12.442
3;10;9;10;405;439;12.154
3;11;10;9;416;450;12.442
3;12;9;10;420;454;12.154
3;13;10;9;431;465;12.442
3;14;9;10;435;469;12.154
3;15;10;9;446;480;12.442
3;16;9;10;450;484;12.154
3;17;10;9;461;495;12.442
3;18;9;10;465;499;12.154
3;19;10;9;476;510;12.442
3;20;9;10;480;514;12.154
3;21;10;9;491;525;12.442
3;22;9;10;495;529;12.154
3;23;10;9;506;540;12.442
3;24;9;10;510;544;12.154
3;25;10;9;521;555;12.442
3;26;9;10;525;559;12.154
3;27;10;9;536;570;12.442
3;28;9;10;540;574;12.154
3;29;10;9;551;585;12.442
3;30;9;10;555;589;12.154
3;31;10;9;566;600;12.442
3;32;9;10;570;604;12.154
3;33;9;10;585;619;12.154
3;34;10;9;626;660;12.442
3;35;9;10;675;709;12.154
3;36;10;9;716;750;12.442
3;37;9;10;765;799;12.154
3;38;10;9;806;840;12.442
3;39;9;10;855;889;12.154
3;40;10;9;896;930;12.442
3;41;9;10;945;979;12.154
3;42;10;9;971;1005;12.442
3;43;10;9;986;1020;12.442
3;44;10;9;1001;1035;12.442
3;45;10;9;1016;1050;12.442
3;46;10;9;1031;1065;12.442
3;47;9;10;1035;1069;12.154
3;48;10;9;1079;1110;12.442
3;49;9;10;1126;1159;12.154
3;50;9;10;1141;1174;12.154
3;51;9;10;1156;1189;12.154
3;52;10;9;1169;1200;12.442
3;53;9;10;1171;1204;12.154
3;54;9;10;1186;1219;12.154
3;55;9;10;1201;1234;12.154
3;56;9;10;1216;1249;12.154
3;57;9;10;1231;1264;12.154
3;58;9;10;1246;1279;12.154
3;59;10;9;581;615;12.442
3;60;10;9;596;630;12.442
3;61;9;10;600;634;12.154
3;62;10;9;611;645;12.442
3;63;9;10;615;649;12.154
3;64;9;10;630;664;12.154
3;65;10;9;641;675;12.442
3;66;9;10;645;679;12.154
3;67;10;9;656;690;12.442
3;68;9;10;660;694;12.154
3;69;10;9;671;705;12.442
3;70;10;9;686;720;12.442
3;71;9;10;690;724;12.154
3;72;10;9;701;735;12.442
3;73;9;10;705;739;12.154
3;74;9;10;720;754;12.154
3;75;10;9;731;765;12.442
3;76;9;10;735;769;12.154
3;77;10;9;746;780;12.442
3;78;9;10;750;784;12.154
3;79;10;9;761;795;12.442
3;80;10;9;776;810;12.442
3;81;9;10;780;814;12.154
3;82;10;9;791;825;12.442
3;83;9;10;795;829;12.154
3;84;9;10;810;844;12.154
3;85;10;9;821;855;12.442
3;86;9;10;825;859;12.154
3;87;10;9;836;870;12.442
3;88;9;10;840;874;12.154
3;89;10;9;851;885;12.442
3;90;10;9;866;900;12.442
3;91;9;10;870;904;12.154
3;92;10;9;881;915;12.442
3;93;9;10;885;919;12.154
3;94;9;10;900;934;12.154
3;95;10;9;911;945;12.442
3;96;9;10;915;949;12.154
3;97;10;9;926;960;12.442
3;98;9;10;930;964;12.154
