Line number;Trip id;Departure node;Arrival node;Departure time;Arrival time;Distance (kilometers)
17;1075;1077;1076;305;385;38.425
17;1078;1077;1076;331;418;38.425
17;1079;1077;1076;361;448;38.425
17;1080;1077;1076;391;478;38.425
17;1081;1077;1076;421;508;38.425
17;1082;1077;1076;451;538;38.425
17;1083;1077;1076;481;568;38.425
17;1084;1077;1076;511;598;38.425
17;1085;1077;1076;541;628;38.425
17;1086;1077;1076;661;748;38.425
17;1087;1077;1076;691;778;38.425
17;1088;1077;1076;751;838;38.425
17;1089;1077;1076;871;958;38.425
17;1090;1077;1076;901;988;38.425
17;1091;1077;1076;991;1078;38.425
17;1092;1077;1076;1021;1108;38.425
17;1093;1077;1076;1082;1162;38.425
17;1094;1077;1076;1202;1282;38.425
17;1095;1077;1076;1262;1342;38.425
17;1096;1077;1076;1322;1402;38.425
17;1097;1077;1076;1382;1462;38.425
17;1098;1077;1076;571;658;38.425
17;1099;1077;1076;601;688;38.425
17;1100;1077;1076;631;718;38.425
17;1101;1077;1076;721;808;38.425
17;1102;1077;1076;781;868;38.425
17;1103;1077;1076;811;898;38.425
17;1104;1077;1076;841;928;38.425
17;1105;1077;1076;931;1018;38.425
17;1106;1077;1076;1142;1222;38.425
17;1107;1077;1076;961;1048;38.425
17;1108;1076;1077;344;433;39.018
17;1109;1076;1077;374;463;39.018
17;1110;1076;1077;404;493;39.018
17;1111;1076;1077;434;523;39.018
17;1112;1076;1077;464;553;39.018
17;1113;1076;1077;494;583;39.018
17;1114;1076;1077;524;613;39.018
17;1115;1076;1077;554;643;39.018
17;1116;1076;1077;584;673;39.018
17;1117;1076;1077;644;733;39.018
17;1118;1076;1077;764;853;39.018
17;1119;1076;1077;794;883;39.018
17;1120;1076;1077;854;943;39.018
17;1121;1076;1077;974;1063;39.018
17;1122;1076;1077;1004;1093;39.018
17;1123;1076;1077;1045;1134;39.018
17;1124;1076;1077;614;703;39.018
17;1125;1076;1077;674;763;39.018
17;1126;1076;1077;704;793;39.018
17;1127;1076;1077;734;823;39.018
17;1128;1076;1077;824;913;39.018
17;1129;1076;1077;884;973;39.018
17;1130;1076;1077;914;1003;39.018
17;1131;1076;1077;944;1033;39.018
17;1132;1076;1077;1109;1189;39.018
17;1133;1076;1077;1289;1369;39.018
17;1134;1076;1077;299;379;39.018
17;1135;1076;1077;1169;1249;39.018
17;1136;1076;1077;1229;1309;39.018
17;1137;1076;1077;1349;1429;39.018
17;1138;1076;1077;1409;1489;39.018
18;571;573;572;772;837;25.174
18;574;573;572;622;687;25.174
18;575;573;572;1405;1463;25.174
18;576;572;573;1331;1389;25.31
18;577;573;572;1225;1283;25.174
18;578;572;573;1151;1209;25.31
18;579;573;572;742;807;25.174
18;580;573;572;712;777;25.174
18;581;573;572;592;657;25.174
18;582;572;573;517;580;25.31
18;583;572;573;1391;1449;25.31
18;584;573;572;1345;1403;25.174
18;585;573;572;1285;1343;25.174
18;586;572;573;1271;1329;25.31
18;587;572;573;1211;1269;25.31
18;588;573;572;1165;1223;25.174
18;589;573;572;1102;1167;25.174
18;590;572;573;1087;1150;25.31
18;591;573;572;1072;1137;25.174
18;592;572;573;1057;1120;25.31
18;593;573;572;1042;1107;25.174
18;594;572;573;1026;1091;25.31
18;595;573;572;1011;1078;25.174
18;596;572;573;996;1061;25.31
18;597;573;572;981;1048;25.174
18;598;572;573;966;1031;25.31
18;599;573;572;951;1018;25.174
18;600;572;573;936;1001;25.31
18;601;573;572;921;988;25.174
18;602;572;573;906;971;25.31
18;603;573;572;891;958;25.174
18;604;572;573;876;941;25.31
18;605;573;572;861;928;25.174
18;606;572;573;846;911;25.31
18;607;573;572;831;898;25.174
18;608;572;573;816;881;25.31
18;609;573;572;801;868;25.174
18;610;572;573;786;851;25.31
18;611;572;573;756;821;25.31
18;612;572;573;726;791;25.31
18;613;572;573;696;761;25.31
18;614;573;572;682;747;25.174
18;615;572;573;666;731;25.31
18;616;573;572;652;717;25.174
18;617;572;573;636;701;25.31
18;618;572;573;606;671;25.31
18;619;572;573;577;640;25.31
18;620;573;572;562;627;25.174
18;621;572;573;547;610;25.31
18;622;573;572;532;597;25.174
18;623;573;572;502;567;25.174
18;624;572;573;487;550;25.31
18;625;573;572;472;537;25.174
18;626;572;573;457;520;25.31
18;627;573;572;442;507;25.174
18;628;572;573;427;490;25.31
18;629;573;572;412;477;25.174
18;630;572;573;397;460;25.31
18;631;573;572;382;447;25.174
18;632;572;573;367;430;25.31
18;633;573;572;355;413;25.174
18;634;572;573;337;400;25.31
18;635;573;572;325;383;25.174
18;636;572;573;297;355;25.31
22;637;638;638;795;875;24.734
22;639;638;638;675;755;24.734
22;640;638;638;615;695;24.734
22;641;638;638;1300;1370;24.731
22;642;638;638;1275;1345;24.734
22;643;638;638;1240;1310;24.731
22;644;638;638;1215;1285;24.734
22;645;638;638;1180;1250;24.731
22;646;638;638;1155;1225;24.734
22;647;638;638;1120;1198;24.731
22;648;638;638;1095;1175;24.734
22;649;638;638;1060;1138;24.731
22;650;638;638;1035;1115;24.734
22;651;638;638;1000;1078;24.731
22;652;638;638;975;1055;24.734
